Athlete,Country,NOC,Season,Year,City,Sport,Event,Medal
Francisco Resiglione,Argentina,ARG,Summer,1936,Berlin,Boxing,Boxing Men'S Light-Heavyweight,Bronze
"Hans-Joachim ""Jochen"" Reske",Germany,GER,Summer,1960,Roma,Athletics,Athletics Men'S 4 X 400 Metres Relay,Silver
Marie-Claire Restoux,France,FRA,Summer,1996,Atlanta,Judo,Judo Women'S Half-Lightweight,Gold
Ximena Restrepo Gaviria,Colombia,COL,Summer,1992,Barcelona,Athletics,Athletics Women'S 400 Metres,Bronze
Helmut Rethemeier,West Germany,FRG,Summer,1976,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Jen Reti (Rittich-),Hungary,HUN,Summer,1912,Stockholm,Gymnastics,Gymnastics Men'S Team All-Around,Silver
Mary Lou Retton (-Kelley),United States,USA,Summer,1984,Los Angeles,Gymnastics,Gymnastics Women'S Individual All-Around,Gold
Mary Lou Retton (-Kelley),United States,USA,Summer,1984,Los Angeles,Gymnastics,Gymnastics Women'S Team All-Around,Silver
Mary Lou Retton (-Kelley),United States,USA,Summer,1984,Los Angeles,Gymnastics,Gymnastics Women'S Floor Exercise,Bronze
Mary Lou Retton (-Kelley),United States,USA,Summer,1984,Los Angeles,Gymnastics,Gymnastics Women'S Horse Vault,Silver
Mary Lou Retton (-Kelley),United States,USA,Summer,1984,Los Angeles,Gymnastics,Gymnastics Women'S Uneven Bars,Bronze
Michael Reusch,Switzerland,SUI,Summer,1936,Berlin,Gymnastics,Gymnastics Men'S Team All-Around,Silver
Michael Reusch,Switzerland,SUI,Summer,1936,Berlin,Gymnastics,Gymnastics Men'S Parallel Bars,Silver
Michael Reusch,Switzerland,SUI,Summer,1948,London,Gymnastics,Gymnastics Men'S Team All-Around,Silver
Michael Reusch,Switzerland,SUI,Summer,1948,London,Gymnastics,Gymnastics Men'S Parallel Bars,Gold
Michael Reusch,Switzerland,SUI,Summer,1948,London,Gymnastics,Gymnastics Men'S Rings,Silver
Ludvig Casimir Reuterskild,Sweden,SWE,Summer,1920,Antwerpen,Shooting,"Shooting Men'S Free Pistol, 50 Metres, Team",Silver
Odalis Rev Jimnez,Cuba,CUB,Summer,1992,Barcelona,Judo,Judo Women'S Middleweight,Gold
Daniel Jean Claude Ernest Revenu,France,FRA,Summer,1964,Tokyo,Fencing,"Fencing Men'S Foil, Individual",Bronze
Daniel Jean Claude Ernest Revenu,France,FRA,Summer,1964,Tokyo,Fencing,"Fencing Men'S Foil, Team",Bronze
Daniel Jean Claude Ernest Revenu,France,FRA,Summer,1968,Mexico City,Fencing,"Fencing Men'S Foil, Individual",Bronze
Daniel Jean Claude Ernest Revenu,France,FRA,Summer,1968,Mexico City,Fencing,"Fencing Men'S Foil, Team",Gold
Daniel Jean Claude Ernest Revenu,France,FRA,Summer,1972,Munich,Fencing,"Fencing Men'S Foil, Team",Bronze
Daniel Jean Claude Ernest Revenu,France,FRA,Summer,1976,Montreal,Fencing,"Fencing Men'S Foil, Team",Bronze
Lucas Martn Rey,Argentina,ARG,Summer,2016,Rio De Janeiro,Hockey,Hockey Men'S Hockey,Gold
Matas Rey,Argentina,ARG,Summer,2016,Rio De Janeiro,Hockey,Hockey Men'S Hockey,Gold
Thierry Rey,France,FRA,Summer,1980,Moskva,Judo,Judo Men'S Extra-Lightweight,Gold
"Amedee Valle Reyburn, Jr.",Missouri Athletic Club,USA,Summer,1904,St. Louis,Water Polo,Water Polo Men'S Water Polo,Bronze
"Amedee Valle Reyburn, Jr.",Missouri Athletic Club,USA,Summer,1904,St. Louis,Swimming,Swimming Men'S 4 X 50 Yard Freestyle Relay,Bronze
Diego Antonio Reyes Rosales,Mexico,MEX,Summer,2012,London,Football,Football Men'S Football,Gold
Faustino Reyes Lpez,Spain,ESP,Summer,1992,Barcelona,Boxing,Boxing Men'S Featherweight,Silver
Felipe Reyes Cabaas,Spain,ESP,Summer,2008,Beijing,Basketball,Basketball Men'S Basketball,Silver
Felipe Reyes Cabaas,Spain,ESP,Summer,2012,London,Basketball,Basketball Men'S Basketball,Silver
Felipe Reyes Cabaas,Spain,ESP,Summer,2016,Rio De Janeiro,Basketball,Basketball Men'S Basketball,Bronze
Pedro Antonio Reyes Gonzlez,Chile,CHI,Summer,2000,Sydney,Football,Football Men'S Football,Bronze
Adolphe Reymond,Switzerland,SUI,Summer,1924,Paris,Football,Football Men'S Football,Silver
"Harry Lee ""Butch"" Reynolds, Jr.",United States,USA,Summer,1988,Seoul,Athletics,Athletics Men'S 400 Metres,Silver
"Harry Lee ""Butch"" Reynolds, Jr.",United States,USA,Summer,1988,Seoul,Athletics,Athletics Men'S 4 X 400 Metres Relay,Gold
Frank Owen Reynolds,Great Britain,GBR,Summer,1948,London,Hockey,Hockey Men'S Hockey,Silver
"Harold Thomas ""Harry"" Reynolds",Great Britain,GBR,Summer,1956,Melbourne,Cycling,"Cycling Men'S Road Race, Team",Silver
Kristina Joana Reynolds,Germany,GER,Summer,2016,Rio De Janeiro,Hockey,Hockey Women'S Hockey,Bronze
Mark Jeffrey Reynolds,United States,USA,Summer,1988,Seoul,Sailing,Sailing Mixed Two Person Keelboat,Silver
Mark Jeffrey Reynolds,United States,USA,Summer,1992,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,Gold
Mark Jeffrey Reynolds,United States,USA,Summer,2000,Sydney,Sailing,Sailing Mixed Two Person Keelboat,Gold
Martin Edward Reynolds,Great Britain,GBR,Summer,1972,Munich,Athletics,Athletics Men'S 4 X 400 Metres Relay,Silver
Peter Askin Reynolds,Australia,AUS,Summer,1964,Tokyo,Swimming,Swimming Men'S 4 X 100 Metres Medley Relay,Bronze
Hossein Reza Zadeh,Iran,IRI,Summer,2000,Sydney,Weightlifting,Weightlifting Men'S Super-Heavyweight,Gold
Hossein Reza Zadeh,Iran,IRI,Summer,2004,Athina,Weightlifting,Weightlifting Men'S Super-Heavyweight,Gold
Ali Reza Rezaei,Iran,IRI,Summer,2004,Athina,Wrestling,"Wrestling Men'S Super-Heavyweight, Freestyle",Silver
Ghasem Gholamreza Rezaei,Iran,IRI,Summer,2012,London,Wrestling,"Wrestling Men'S Heavyweight, Greco-Roman",Gold
Ghasem Gholamreza Rezaei,Iran,IRI,Summer,2016,Rio De Janeiro,Wrestling,"Wrestling Men'S Heavyweight, Greco-Roman",Bronze
Valery Grigoryevich Rezantsev,Soviet Union,URS,Summer,1972,Munich,Wrestling,"Wrestling Men'S Light-Heavyweight, Greco-Roman",Gold
Valery Grigoryevich Rezantsev,Soviet Union,URS,Summer,1976,Montreal,Wrestling,"Wrestling Men'S Light-Heavyweight, Greco-Roman",Gold
Wladimir Reznitschenko,Soviet Union,URS,Summer,1988,Seoul,Fencing,"Fencing Men'S Epee, Team",Bronze
Wladimir Reznitschenko,Germany,GER,Summer,1992,Barcelona,Fencing,"Fencing Men'S Epee, Team",Gold
"Kimberly Susan ""Kim"" Rhode (-Harryman)",United States,USA,Summer,1996,Atlanta,Shooting,Shooting Women'S Double Trap,Gold
"Kimberly Susan ""Kim"" Rhode (-Harryman)",United States,USA,Summer,2000,Sydney,Shooting,Shooting Women'S Double Trap,Bronze
"Kimberly Susan ""Kim"" Rhode (-Harryman)",United States,USA,Summer,2004,Athina,Shooting,Shooting Women'S Double Trap,Gold
"Kimberly Susan ""Kim"" Rhode (-Harryman)",United States,USA,Summer,2008,Beijing,Shooting,Shooting Women'S Skeet,Silver
"Kimberly Susan ""Kim"" Rhode (-Harryman)",United States,USA,Summer,2012,London,Shooting,Shooting Women'S Skeet,Gold
"Kimberly Susan ""Kim"" Rhode (-Harryman)",United States,USA,Summer,2016,Rio De Janeiro,Shooting,Shooting Women'S Skeet,Bronze
George Vincent Rhoden,Jamaica,JAM,Summer,1952,Helsinki,Athletics,Athletics Men'S 400 Metres,Gold
George Vincent Rhoden,Jamaica,JAM,Summer,1952,Helsinki,Athletics,Athletics Men'S 4 X 400 Metres Relay,Gold
John Edward Rhodes,Cobweb,GBR,Summer,1908,London,Sailing,Sailing Mixed 8 Metres,Gold
Vitaliy Rhimov,Azerbaijan,AZE,Summer,2008,Beijing,Wrestling,"Wrestling Men'S Lightweight, Greco-Roman",Silver
Ri Chun-Ok,North Korea,PRK,Summer,1972,Munich,Volleyball,Volleyball Women'S Volleyball,Bronze
Ri Se-Gwang,North Korea,PRK,Summer,2016,Rio De Janeiro,Gymnastics,Gymnastics Men'S Horse Vault,Gold
Ri Song-Hui,North Korea,PRK,Summer,2000,Sydney,Weightlifting,Weightlifting Women'S Lightweight,Silver
Ri Song-Hui,North Korea,PRK,Summer,2004,Athina,Weightlifting,Weightlifting Women'S Lightweight,Silver
Ri Yong-Sam,North Korea,PRK,Summer,1996,Atlanta,Wrestling,"Wrestling Men'S Bantamweight, Freestyle",Bronze
Yuliya Petrivna Riabchynska,Soviet Union,URS,Summer,1972,Munich,Canoeing,"Canoeing Women'S Kayak Singles, 500 Metres",Gold
Xavier Ribas Centelles,Spain,ESP,Summer,2008,Beijing,Hockey,Hockey Men'S Hockey,Silver
Edson Luciano Ribeiro,Brazil,BRA,Summer,1996,Atlanta,Athletics,Athletics Men'S 4 X 100 Metres Relay,Bronze
Edson Luciano Ribeiro,Brazil,BRA,Summer,2000,Sydney,Athletics,Athletics Men'S 4 X 100 Metres Relay,Silver
Maria Fernanda Moreira Ribeiro,Portugal,POR,Summer,1996,Atlanta,Athletics,"Athletics Women'S 10,000 Metres",Gold
Maria Fernanda Moreira Ribeiro,Portugal,POR,Summer,2000,Sydney,Athletics,"Athletics Women'S 10,000 Metres",Bronze
Philippe Claude Riboud,France,FRA,Summer,1980,Moskva,Fencing,"Fencing Men'S Epee, Individual",Bronze
Philippe Claude Riboud,France,FRA,Summer,1980,Moskva,Fencing,"Fencing Men'S Epee, Team",Gold
Philippe Claude Riboud,France,FRA,Summer,1984,Los Angeles,Fencing,"Fencing Men'S Epee, Individual",Bronze
Philippe Claude Riboud,France,FRA,Summer,1984,Los Angeles,Fencing,"Fencing Men'S Epee, Team",Silver
Philippe Claude Riboud,France,FRA,Summer,1988,Seoul,Fencing,"Fencing Men'S Epee, Individual",Silver
Philippe Claude Riboud,France,FRA,Summer,1988,Seoul,Fencing,"Fencing Men'S Epee, Team",Gold
Ricarda Raquel Barbosa Lima,Brazil,BRA,Summer,2000,Sydney,Volleyball,Volleyball Women'S Volleyball,Bronze
"Ricardo ""Ricardinho"" Bermudez Garcia",Brazil,BRA,Summer,2004,Athina,Volleyball,Volleyball Men'S Volleyball,Gold
"Ricardo ""Ricardinho"" Bermudez Garcia",Brazil,BRA,Summer,2012,London,Volleyball,Volleyball Men'S Volleyball,Silver
Ricardo Alex Costa Santos,Brazil,BRA,Summer,2000,Sydney,Beach Volleyball,Beach Volleyball Men'S Beach Volleyball,Silver
Ricardo Alex Costa Santos,Brazil,BRA,Summer,2004,Athina,Beach Volleyball,Beach Volleyball Men'S Beach Volleyball,Gold
Ricardo Alex Costa Santos,Brazil,BRA,Summer,2008,Beijing,Beach Volleyball,Beach Volleyball Men'S Beach Volleyball,Bronze
Franco Riccardi,Italy,ITA,Summer,1928,Amsterdam,Fencing,"Fencing Men'S Epee, Team",Gold
Franco Riccardi,Italy,ITA,Summer,1932,Los Angeles,Fencing,"Fencing Men'S Epee, Team",Silver
Franco Riccardi,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men'S Epee, Individual",Gold
Franco Riccardi,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men'S Epee, Team",Gold
"William C. ""Colonel"" Rice",Toronto Argonauts,CAN,Summer,1904,St. Louis,Rowing,Rowing Men'S Coxed Eights,Silver
"Stephanie Louise ""Steph"" Rice",Australia,AUS,Summer,2008,Beijing,Swimming,Swimming Women'S 4 X 200 Metres Freestyle Relay,Gold
"Stephanie Louise ""Steph"" Rice",Australia,AUS,Summer,2008,Beijing,Swimming,Swimming Women'S 200 Metres Individual Medley,Gold
"Stephanie Louise ""Steph"" Rice",Australia,AUS,Summer,2008,Beijing,Swimming,Swimming Women'S 400 Metres Individual Medley,Gold
Leslie George Rich,United States,USA,Summer,1908,London,Swimming,Swimming Men'S 4 X 200 Metres Freestyle Relay,Bronze
Michael Rich,Germany,GER,Summer,1992,Barcelona,Cycling,Cycling Men'S 100 Kilometres Team Time Trial,Gold
Antoine Richard,France,FRA,Summer,1980,Moskva,Athletics,Athletics Men'S 4 X 100 Metres Relay,Bronze
Pascal Richard,Switzerland,SUI,Summer,1996,Atlanta,Cycling,"Cycling Men'S Road Race, Individual",Gold
Louis Marcel Richardet,Switzerland,SUI,Summer,1900,Paris,Shooting,"Shooting Men'S Free Pistol, 50 Metres, Team",Gold
Louis Marcel Richardet,Switzerland,SUI,Summer,1900,Paris,Shooting,"Shooting Men'S Free Rifle, Three Positions, 300 Metres, Team",Gold
Louis Marcel Richardet,Switzerland,SUI,Summer,1906,Athina,Shooting,"Shooting Men'S Military Revolver, 20 Metres",Gold
Louis Marcel Richardet,Switzerland,SUI,Summer,1906,Athina,Shooting,"Shooting Men'S Free Rifle, Three Positions, 300 Metres, Team",Gold
Louis Marcel Richardet,Switzerland,SUI,Summer,1906,Athina,Shooting,"Shooting Men'S Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 Metres",Silver
Louis Marcel Richardet,Switzerland,SUI,Summer,1906,Athina,Shooting,"Shooting Men'S Military Rifle, Kneeling Or Standing, 300 Metres",Gold
Alma Wilford Richards,United States,USA,Summer,1912,Stockholm,Athletics,Athletics Men'S High Jump,Gold
"Robert Eugene ""Bob"" Richards",United States,USA,Summer,1948,London,Athletics,Athletics Men'S Pole Vault,Bronze
"Robert Eugene ""Bob"" Richards",United States,USA,Summer,1952,Helsinki,Athletics,Athletics Men'S Pole Vault,Gold
"Robert Eugene ""Bob"" Richards",United States,USA,Summer,1956,Melbourne,Athletics,Athletics Men'S Pole Vault,Gold
Edwin William Gryffydd Richards,Wales,GBR,Summer,1908,London,Hockey,Hockey Men'S Hockey,Bronze
"Jonathan ""Jo"" Richards",Great Britain,GBR,Summer,1984,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
Robert Richards,Australia,AUS,Summer,2000,Sydney,Rowing,Rowing Men'S Lightweight Coxless Fours,Silver
Samantha Richards,Australia,AUS,Summer,2012,London,Basketball,Basketball Women'S Basketball,Bronze
"Alexandra Angela ""Sandie"" Richards",Jamaica,JAM,Summer,2000,Sydney,Athletics,Athletics Women'S 4 X 400 Metres Relay,Silver
"Alexandra Angela ""Sandie"" Richards",Jamaica,JAM,Summer,2004,Athina,Athletics,Athletics Women'S 4 X 400 Metres Relay,Bronze
"Thomas James ""Tom"" Richards",Australasia,ANZ,Summer,1908,London,Rugby,Rugby Men'S Rugby,Gold
"Thomas John Henry ""Tom"" Richards",Great Britain,GBR,Summer,1948,London,Athletics,Athletics Men'S Marathon,Silver
"Vincent ""Vinnie"" Richards",United States,USA,Summer,1924,Paris,Tennis,Tennis Men'S Singles,Gold
"Vincent ""Vinnie"" Richards",United States,USA,Summer,1924,Paris,Tennis,Tennis Mixed Doubles,Silver
"Vincent ""Vinnie"" Richards",United States,USA,Summer,1924,Paris,Tennis,Tennis Men'S Doubles,Gold
Jonelle Richards-Price,New Zealand,NZL,Summer,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Sanya Richards-Ross,United States,USA,Summer,2004,Athina,Athletics,Athletics Women'S 4 X 400 Metres Relay,Gold
Sanya Richards-Ross,United States,USA,Summer,2008,Beijing,Athletics,Athletics Women'S 400 Metres,Bronze
Sanya Richards-Ross,United States,USA,Summer,2008,Beijing,Athletics,Athletics Women'S 4 X 400 Metres Relay,Gold
Sanya Richards-Ross,United States,USA,Summer,2012,London,Athletics,Athletics Women'S 400 Metres,Gold
Sanya Richards-Ross,United States,USA,Summer,2012,London,Athletics,Athletics Women'S 4 X 400 Metres Relay,Gold
"Herbert Trenchard ""Bert"" Richardson",Canada,CAN,Summer,1928,Amsterdam,Rowing,Rowing Men'S Coxed Eights,Bronze
"Dorothy Gay ""Dot"" Richardson",United States,USA,Summer,1996,Atlanta,Softball,Softball Women'S Softball,Gold
"Dorothy Gay ""Dot"" Richardson",United States,USA,Summer,2000,Sydney,Softball,Softball Women'S Softball,Gold
Guy Colquhoun Richardson,Great Britain,GBR,Summer,1948,London,Rowing,Rowing Men'S Coxed Eights,Silver
Henry Barber Richardson,Boston Archers,USA,Summer,1904,St. Louis,Archery,Archery Men'S Team Round,Bronze
Henry Barber Richardson,United States,USA,Summer,1908,London,Archery,Archery Men'S Double York Round,Bronze
Jackson Mose Richardson,France,FRA,Summer,1992,Barcelona,Handball,Handball Men'S Handball,Bronze
Jason Alexander Richardson,United States,USA,Summer,2012,London,Athletics,Athletics Men'S 110 Metres Hurdles,Silver
Mark Ashton Richardson,Great Britain,GBR,Summer,1992,Barcelona,Athletics,Athletics Men'S 4 X 400 Metres Relay,Bronze
Mark Ashton Richardson,Great Britain,GBR,Summer,1996,Atlanta,Athletics,Athletics Men'S 4 X 400 Metres Relay,Silver
Michelle Richardson Armengol (-Ahlers),United States,USA,Summer,1984,Los Angeles,Swimming,Swimming Women'S 800 Metres Freestyle,Silver
Nicole Richardson,Australia,AUS,Summer,1996,Atlanta,Softball,Softball Women'S Softball,Bronze
Passion J. Richardson,United States,USA,Summer,2000,Sydney,Athletics,Athletics Women'S 4 X 100 Metres Relay,Bronze
Philip Wigham Richardson,Great Britain,GBR,Summer,1908,London,Shooting,"Shooting Men'S Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Silver
Walter Pierce Richardson,United States,USA,Summer,1964,Tokyo,Swimming,Swimming Men'S 4 X 100 Metres Medley Relay,Gold
"Jillian Cheryl ""Jill"" Richardson-Briscoe",Canada,CAN,Summer,1984,Los Angeles,Athletics,Athletics Women'S 4 X 400 Metres Relay,Silver
Helen Richardson-Walsh,Great Britain,GBR,Summer,2012,London,Hockey,Hockey Women'S Hockey,Bronze
Helen Richardson-Walsh,Great Britain,GBR,Summer,2016,Rio De Janeiro,Hockey,Hockey Women'S Hockey,Gold
"Kathrin Louise ""Kate"" Richardson-Walsh",Great Britain,GBR,Summer,2012,London,Hockey,Hockey Women'S Hockey,Bronze
"Kathrin Louise ""Kate"" Richardson-Walsh",Great Britain,GBR,Summer,2016,Rio De Janeiro,Hockey,Hockey Women'S Hockey,Gold
Karin Richert-Balzer,Germany,GER,Summer,1964,Tokyo,Athletics,Athletics Women'S 80 Metres Hurdles,Gold
Karin Richert-Balzer,East Germany,GDR,Summer,1972,Munich,Athletics,Athletics Women'S 100 Metres Hurdles,Bronze
Louis Eugne Richez,France,FRA,Summer,1920,Antwerpen,Archery,"Archery Men'S Target Archery, 28 Metres, Team",Bronze
Louis Eugne Richez,France,FRA,Summer,1920,Antwerpen,Archery,"Archery Men'S Target Archery, 33 Metres, Team",Silver
Louis Eugne Richez,France,FRA,Summer,1920,Antwerpen,Archery,"Archery Men'S Target Archery, 50 Metres, Team",Silver
"Kenneth Alan ""Ken"" Richmond",Great Britain,GBR,Summer,1952,Helsinki,Wrestling,"Wrestling Men'S Heavyweight, Freestyle",Bronze
"Mitchell James ""Mitch"" Richmond, Iii",United States,USA,Summer,1988,Seoul,Basketball,Basketball Men'S Basketball,Bronze
"Mitchell James ""Mitch"" Richmond, Iii",United States,USA,Summer,1996,Atlanta,Basketball,Basketball Men'S Basketball,Gold
Annegret Richter (Irrgang-),West Germany,FRG,Summer,1972,Munich,Athletics,Athletics Women'S 4 X 100 Metres Relay,Gold
Annegret Richter (Irrgang-),West Germany,FRG,Summer,1976,Montreal,Athletics,Athletics Women'S 100 Metres,Gold
Annegret Richter (Irrgang-),West Germany,FRG,Summer,1976,Montreal,Athletics,Athletics Women'S 200 Metres,Silver
Annegret Richter (Irrgang-),West Germany,FRG,Summer,1976,Montreal,Athletics,Athletics Women'S 4 X 100 Metres Relay,Silver
Dirk Richter,East Germany,GDR,Summer,1988,Seoul,Swimming,Swimming Men'S 4 X 100 Metres Freestyle Relay,Bronze
Dirk Richter,Germany,GER,Summer,1992,Barcelona,Swimming,Swimming Men'S 4 X 100 Metres Freestyle Relay,Bronze
Frank Jrg Richter,Germany,GER,Summer,1992,Barcelona,Rowing,Rowing Men'S Coxed Eights,Bronze
Frank Jrg Richter,Germany,GER,Summer,1996,Atlanta,Rowing,Rowing Men'S Coxed Eights,Silver
Heinz Richter,East Germany,GDR,Summer,1972,Munich,Cycling,"Cycling Men'S Team Pursuit, 4,000 Metres",Silver
Herbert Richter,East Germany,GDR,Summer,1972,Munich,Cycling,"Cycling Men'S Team Pursuit, 4,000 Metres",Silver
Ilona Richter (-Drfel),East Germany,GDR,Summer,1976,Montreal,Rowing,Rowing Women'S Coxed Eights,Gold
Ilona Richter (-Drfel),East Germany,GDR,Summer,1980,Moskva,Rowing,Rowing Women'S Coxed Eights,Gold
Julia Richter,Germany,GER,Summer,2012,London,Rowing,Rowing Women'S Quadruple Sculls,Silver
Karl Gustav Bernhardt Richter,Sweden,SWE,Summer,1920,Antwerpen,Shooting,"Shooting Men'S Trap, Team",Bronze
Kristina Richter (Hochmuth-),East Germany,GDR,Summer,1976,Montreal,Handball,Handball Women'S Handball,Silver
Kristina Richter (Hochmuth-),East Germany,GDR,Summer,1980,Moskva,Handball,Handball Women'S Handball,Bronze
Simona Marcela Richter,Romania,ROU,Summer,2000,Sydney,Judo,Judo Women'S Half-Heavyweight,Bronze
"Antonius Maria ""Ton"" Richter",Netherlands,NED,Summer,1948,London,Hockey,Hockey Men'S Hockey,Bronze
Ulrike Richter (-Schmidt),East Germany,GDR,Summer,1976,Montreal,Swimming,Swimming Women'S 100 Metres Backstroke,Gold
Ulrike Richter (-Schmidt),East Germany,GDR,Summer,1976,Montreal,Swimming,Swimming Women'S 200 Metres Backstroke,Gold
Ulrike Richter (-Schmidt),East Germany,GDR,Summer,1976,Montreal,Swimming,Swimming Women'S 4 X 100 Metres Medley Relay,Gold
Halina Sylwia Richter-Grecka-Herrmann,Poland,POL,Summer,1960,Roma,Athletics,Athletics Women'S 4 X 100 Metres Relay,Bronze
Halina Sylwia Richter-Grecka-Herrmann,Poland,POL,Summer,1964,Tokyo,Athletics,Athletics Women'S 4 X 100 Metres Relay,Gold
Johan Cornelius Richthoff,Sweden,SWE,Summer,1928,Amsterdam,Wrestling,"Wrestling Men'S Heavyweight, Freestyle",Gold
Johan Cornelius Richthoff,Sweden,SWE,Summer,1932,Los Angeles,Wrestling,"Wrestling Men'S Heavyweight, Freestyle",Gold
Klaus W. Richtzenhain,Germany,GER,Summer,1956,Melbourne,Athletics,"Athletics Men'S 1,500 Metres",Silver
Brenton Scott Rickard,Australia,AUS,Summer,2008,Beijing,Swimming,Swimming Men'S 200 Metres Breaststroke,Silver
Brenton Scott Rickard,Australia,AUS,Summer,2008,Beijing,Swimming,Swimming Men'S 4 X 100 Metres Medley Relay,Silver
Brenton Scott Rickard,Australia,AUS,Summer,2012,London,Swimming,Swimming Men'S 4 X 100 Metres Medley Relay,Bronze
Gail Susan Ricketson,United States,USA,Summer,1976,Montreal,Rowing,Rowing Women'S Coxed Eights,Bronze
David Edward Joseph Ricketts,Great Britain,GBR,Summer,1948,London,Cycling,"Cycling Men'S Team Pursuit, 4,000 Metres",Bronze
Kelly Anne Rickon (-Mitchell),United States,USA,Summer,1984,Los Angeles,Rowing,Rowing Women'S Coxed Quadruple Sculls,Silver
Eric Ridder,Llanoria,USA,Summer,1952,Helsinki,Sailing,Sailing Mixed 6 Metres,Gold
"Steven Earl ""Steve"" Riddick",United States,USA,Summer,1976,Montreal,Athletics,Athletics Men'S 4 X 100 Metres Relay,Gold
Charles Riddy,Argonaut Rowing Club,CAN,Summer,1908,London,Rowing,Rowing Men'S Coxless Fours,Bronze
Charles Riddy,Toronto Argonauts,CAN,Summer,1908,London,Rowing,Rowing Men'S Coxed Eights,Bronze
Alfred Rieck,Germany,GER,Summer,1936,Berlin,Rowing,Rowing Men'S Coxed Eights,Bronze
Dieter Riedel,East Germany,GDR,Summer,1976,Montreal,Football,Football Men'S Football,Gold
"Ernest W. ""Ernie"" Riedel",United States,USA,Summer,1936,Berlin,Canoeing,"Canoeing Men'S Kayak Singles, 10,000 Metres",Bronze
Lars Peter Riedel,Germany,GER,Summer,1996,Atlanta,Athletics,Athletics Men'S Discus Throw,Gold
